25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000	25.5000000000000
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26
26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000	26.5000000000000
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27
27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000	27.5000000000000
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28
28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000	28.5000000000000
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000	29.5000000000000
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000	30.5000000000000
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000	31.5000000000000
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000	32.5000000000000
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33
33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000	33.5000000000000
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000	34.5000000000000
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35
